# ---------------------------------- WARNING ----------------------------------------,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,
# may not have received Director's approval. Any such data values are qualified,,,
# as provisional and are subject to revision. Provisional data are released on the,,,
# condition that neither the USGS nor the United States Government may be held liable,,,
# for any damages resulting from its use.,,,
#,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,
#,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,
#,,,
# Contact:   gs-w_support_nwisweb@usgs.gov,,,
# retrieved: 2018-09-26 15:59:55 EDT       (sdww02),,,
#,,,
# Data for the following 1 site(s) are contained in this file,,,
"#    USGS 08066500 Trinity Rv at Romayor, TX",,,
# -----------------------------------------------------------------------------------,,,
#,,,
# Data provided for site 08066500,,,
#            TS   parameter     statistic     Description,,,
"#        133980       00060     00003     Discharge, cubic feet per second (Mean)",,,
"#        173616       00060     00001     Discharge, cubic feet per second (Maximum)",,,
"#        173617       00060     00002     Discharge, cubic feet per second (Minimum)",,,
#,,,
# Data-value qualification codes included in this output:,,,
#        ,,,
#     A  Approved for publication -- Processing and review completed.,,,
#     P  Provisional data subject to revision.,,,
#     e  Value has been estimated.,,,
# ,,,
agency_cd,site_no,datetime,133980_00060_00003
USGS,8066500,9/21/1976,1760
USGS,8066500,9/22/1976,1520
USGS,8066500,9/23/1976,1700
USGS,8066500,9/24/1976,1660
USGS,8066500,9/25/1976,1700
USGS,8066500,9/26/1976,1760
USGS,8066500,9/27/1976,1760
USGS,8066500,9/28/1976,1860
USGS,8066500,9/29/1976,2040
USGS,8066500,9/30/1976,2940
USGS,8066500,10/1/1976,3160
USGS,8066500,10/2/1976,3070
USGS,8066500,10/3/1976,2270
USGS,8066500,10/4/1976,1860
USGS,8066500,10/5/1976,1730
USGS,8066500,10/6/1976,1630
USGS,8066500,10/7/1976,1660
USGS,8066500,10/8/1976,2120
USGS,8066500,10/9/1976,3640
USGS,8066500,10/10/1976,6700
USGS,8066500,10/11/1976,9600
USGS,8066500,10/12/1976,11100
USGS,8066500,10/13/1976,11000
USGS,8066500,10/14/1976,8580
USGS,8066500,10/15/1976,5470
USGS,8066500,10/16/1976,3160
USGS,8066500,10/17/1976,2630
USGS,8066500,10/18/1976,2190
USGS,8066500,10/19/1976,1440
USGS,8066500,10/20/1976,1260
USGS,8066500,10/21/1976,1210
USGS,8066500,10/22/1976,1150
USGS,8066500,10/23/1976,1120
USGS,8066500,10/24/1976,1100
USGS,8066500,10/25/1976,1070
USGS,8066500,10/26/1976,1050
USGS,8066500,10/27/1976,1020
USGS,8066500,10/28/1976,998
USGS,8066500,10/29/1976,1210
USGS,8066500,10/30/1976,3210
USGS,8066500,10/31/1976,4530
USGS,8066500,11/1/1976,4740
USGS,8066500,11/2/1976,4850
USGS,8066500,11/3/1976,5590
USGS,8066500,11/4/1976,6320
USGS,8066500,11/5/1976,7020
USGS,8066500,11/6/1976,6830
USGS,8066500,11/7/1976,5770
USGS,8066500,11/8/1976,5240
USGS,8066500,11/9/1976,4170
USGS,8066500,11/10/1976,3260
USGS,8066500,11/11/1976,2340
USGS,8066500,11/12/1976,1830
USGS,8066500,11/13/1976,1470
USGS,8066500,11/14/1976,1320
USGS,8066500,11/15/1976,1260
USGS,8066500,11/16/1976,1210
USGS,8066500,11/17/1976,1150
USGS,8066500,11/18/1976,1120
USGS,8066500,11/19/1976,1100
USGS,8066500,11/20/1976,1070
USGS,8066500,11/21/1976,1050
USGS,8066500,11/22/1976,1050
USGS,8066500,11/23/1976,1500
USGS,8066500,11/24/1976,1830
USGS,8066500,11/25/1976,1830
USGS,8066500,11/26/1976,1760
USGS,8066500,11/27/1976,1760
USGS,8066500,11/28/1976,1800
USGS,8066500,11/29/1976,1860
USGS,8066500,11/30/1976,1940
USGS,8066500,12/1/1976,1940
USGS,8066500,12/2/1976,1940
USGS,8066500,12/3/1976,1940
USGS,8066500,12/4/1976,1940
USGS,8066500,12/5/1976,1900
USGS,8066500,12/6/1976,3300
USGS,8066500,12/7/1976,11100
USGS,8066500,12/8/1976,11600
USGS,8066500,12/9/1976,10700
USGS,8066500,12/10/1976,9820
USGS,8066500,12/11/1976,12200
USGS,8066500,12/12/1976,18400
USGS,8066500,12/13/1976,22400
USGS,8066500,12/14/1976,22800
USGS,8066500,12/15/1976,24500
USGS,8066500,12/16/1976,26300
USGS,8066500,12/17/1976,26100
USGS,8066500,12/18/1976,23700
USGS,8066500,12/19/1976,23000
USGS,8066500,12/20/1976,22000
USGS,8066500,12/21/1976,18400
USGS,8066500,12/22/1976,12100
USGS,8066500,12/23/1976,7890
USGS,8066500,12/24/1976,6200
USGS,8066500,12/25/1976,5360
USGS,8066500,12/26/1976,4900
USGS,8066500,12/27/1976,4220
USGS,8066500,12/28/1976,3120
USGS,8066500,12/29/1976,2630
USGS,8066500,12/30/1976,2160
USGS,8066500,12/31/1976,1600
USGS,8066500,1/1/1977,1410
USGS,8066500,1/2/1977,1500
USGS,8066500,1/3/1977,1940
USGS,8066500,1/4/1977,2580
USGS,8066500,1/5/1977,2630
USGS,8066500,1/6/1977,3070
USGS,8066500,1/7/1977,3070
USGS,8066500,1/8/1977,3070
USGS,8066500,1/9/1977,3350
USGS,8066500,1/10/1977,4190
USGS,8066500,1/11/1977,4090
USGS,8066500,1/12/1977,4020
USGS,8066500,1/13/1977,4020
USGS,8066500,1/14/1977,6200
USGS,8066500,1/15/1977,8370
USGS,8066500,1/16/1977,7780
USGS,8066500,1/17/1977,7480
USGS,8066500,1/18/1977,7280
USGS,8066500,1/19/1977,7150
USGS,8066500,1/20/1977,6980
USGS,8066500,1/21/1977,6960
USGS,8066500,1/22/1977,6890
USGS,8066500,1/23/1977,6700
USGS,8066500,1/24/1977,6320
USGS,8066500,1/25/1977,4900
USGS,8066500,1/26/1977,4380
USGS,8066500,1/27/1977,4070
USGS,8066500,1/28/1977,3400
USGS,8066500,1/29/1977,3320
USGS,8066500,1/30/1977,3140
USGS,8066500,1/31/1977,2780
USGS,8066500,2/1/1977,2580
USGS,8066500,2/2/1977,2580
USGS,8066500,2/3/1977,4600
USGS,8066500,2/4/1977,10700
USGS,8066500,2/5/1977,8870
USGS,8066500,2/6/1977,6890
USGS,8066500,2/7/1977,6200
USGS,8066500,2/8/1977,6450
USGS,8066500,2/9/1977,6470
USGS,8066500,2/10/1977,6540
USGS,8066500,2/11/1977,8030
USGS,8066500,2/12/1977,11900
USGS,8066500,2/13/1977,18900
USGS,8066500,2/14/1977,23000
USGS,8066500,2/15/1977,25300
USGS,8066500,2/16/1977,25600
USGS,8066500,2/17/1977,25300
USGS,8066500,2/18/1977,25200
USGS,8066500,2/19/1977,25200
USGS,8066500,2/20/1977,25200
USGS,8066500,2/21/1977,25300
USGS,8066500,2/22/1977,25400
USGS,8066500,2/23/1977,25600
USGS,8066500,2/24/1977,25700
USGS,8066500,2/25/1977,25300
USGS,8066500,2/26/1977,21300
USGS,8066500,2/27/1977,15200
USGS,8066500,2/28/1977,9820
USGS,8066500,3/1/1977,6830
USGS,8066500,3/2/1977,5240
USGS,8066500,3/3/1977,4220
USGS,8066500,3/4/1977,6570
USGS,8066500,3/5/1977,11100
USGS,8066500,3/6/1977,12100
USGS,8066500,3/7/1977,13300
USGS,8066500,3/8/1977,13300
USGS,8066500,3/9/1977,13500
USGS,8066500,3/10/1977,14800
USGS,8066500,3/11/1977,15300
USGS,8066500,3/12/1977,16000
USGS,8066500,3/13/1977,16400
USGS,8066500,3/14/1977,16400
USGS,8066500,3/15/1977,16300
USGS,8066500,3/16/1977,13300
USGS,8066500,3/17/1977,10200
USGS,8066500,3/18/1977,8300
USGS,8066500,3/19/1977,6760
USGS,8066500,3/20/1977,5130
USGS,8066500,3/21/1977,3590
USGS,8066500,3/22/1977,3160
USGS,8066500,3/23/1977,2980
USGS,8066500,3/24/1977,2500
USGS,8066500,3/25/1977,2410
USGS,8066500,3/26/1977,2670
USGS,8066500,3/27/1977,2980
USGS,8066500,3/28/1977,3260
USGS,8066500,3/29/1977,5010
USGS,8066500,3/30/1977,9750
USGS,8066500,3/31/1977,12000
USGS,8066500,4/1/1977,13800
USGS,8066500,4/2/1977,15300
USGS,8066500,4/3/1977,16100
USGS,8066500,4/4/1977,17700
USGS,8066500,4/5/1977,19100
USGS,8066500,4/6/1977,22400
USGS,8066500,4/7/1977,23900
USGS,8066500,4/8/1977,25200
USGS,8066500,4/9/1977,26000
USGS,8066500,4/10/1977,27700
USGS,8066500,4/11/1977,28600
USGS,8066500,4/12/1977,29100
USGS,8066500,4/13/1977,29400
USGS,8066500,4/14/1977,29600
USGS,8066500,4/15/1977,29600
USGS,8066500,4/16/1977,31800
USGS,8066500,4/17/1977,39800
USGS,8066500,4/18/1977,41700
USGS,8066500,4/19/1977,41700
USGS,8066500,4/20/1977,43100
USGS,8066500,4/21/1977,49900
USGS,8066500,4/22/1977,52200
USGS,8066500,4/23/1977,49600
USGS,8066500,4/24/1977,45200
USGS,8066500,4/25/1977,40000
USGS,8066500,4/26/1977,36100
USGS,8066500,4/27/1977,33200
USGS,8066500,4/28/1977,29600
USGS,8066500,4/29/1977,26700
USGS,8066500,4/30/1977,26100
USGS,8066500,5/1/1977,26400
USGS,8066500,5/2/1977,26400
USGS,8066500,5/3/1977,26300
USGS,8066500,5/4/1977,26100
USGS,8066500,5/5/1977,25900
USGS,8066500,5/6/1977,23100
USGS,8066500,5/7/1977,20400
USGS,8066500,5/8/1977,16900
USGS,8066500,5/9/1977,11300
USGS,8066500,5/10/1977,5650
USGS,8066500,5/11/1977,4120
USGS,8066500,5/12/1977,5770
USGS,8066500,5/13/1977,6570
USGS,8066500,5/14/1977,6830
USGS,8066500,5/15/1977,6830
USGS,8066500,5/16/1977,6830
USGS,8066500,5/17/1977,6830
USGS,8066500,5/18/1977,6830
USGS,8066500,5/19/1977,6830
USGS,8066500,5/20/1977,6700
USGS,8066500,5/21/1977,6640
USGS,8066500,5/22/1977,6010
USGS,8066500,5/23/1977,5770
USGS,8066500,5/24/1977,5240
USGS,8066500,5/25/1977,4960
USGS,8066500,5/26/1977,4220
USGS,8066500,5/27/1977,3210
USGS,8066500,5/28/1977,2580
USGS,8066500,5/29/1977,2420
USGS,8066500,5/30/1977,2170
USGS,8066500,5/31/1977,2120
USGS,8066500,6/1/1977,2040
USGS,8066500,6/2/1977,2040
USGS,8066500,6/3/1977,2040
USGS,8066500,6/4/1977,2040
USGS,8066500,6/5/1977,2040
USGS,8066500,6/6/1977,2040
USGS,8066500,6/7/1977,2040
USGS,8066500,6/8/1977,1970
USGS,8066500,6/9/1977,1760
USGS,8066500,6/10/1977,1730
USGS,8066500,6/11/1977,1730
USGS,8066500,6/12/1977,1800
USGS,8066500,6/13/1977,1860
USGS,8066500,6/14/1977,1900
USGS,8066500,6/15/1977,1860
USGS,8066500,6/16/1977,2270
USGS,8066500,6/17/1977,1910
USGS,8066500,6/18/1977,1800
USGS,8066500,6/19/1977,2280
USGS,8066500,6/20/1977,3870
USGS,8066500,6/21/1977,11100
USGS,8066500,6/22/1977,12700
USGS,8066500,6/23/1977,13400
USGS,8066500,6/24/1977,13500
USGS,8066500,6/25/1977,13400
USGS,8066500,6/26/1977,12300
USGS,8066500,6/27/1977,7550
USGS,8066500,6/28/1977,3590
USGS,8066500,6/29/1977,1900
USGS,8066500,6/30/1977,1800
USGS,8066500,7/1/1977,1750
USGS,8066500,7/2/1977,1730
USGS,8066500,7/3/1977,1720
USGS,8066500,7/4/1977,1720
USGS,8066500,7/5/1977,1720
USGS,8066500,7/6/1977,1720
USGS,8066500,7/7/1977,1720
USGS,8066500,7/8/1977,1720
USGS,8066500,7/9/1977,1720
USGS,8066500,7/10/1977,1720
USGS,8066500,7/11/1977,1710
USGS,8066500,7/12/1977,1710
USGS,8066500,7/13/1977,1710
USGS,8066500,7/14/1977,1690
USGS,8066500,7/15/1977,1690
USGS,8066500,7/16/1977,1710
USGS,8066500,7/17/1977,1700
USGS,8066500,7/18/1977,1690
USGS,8066500,7/19/1977,1690
USGS,8066500,7/20/1977,1690
USGS,8066500,7/21/1977,1510
USGS,8066500,7/22/1977,1360
USGS,8066500,7/23/1977,1350
USGS,8066500,7/24/1977,1330
USGS,8066500,7/25/1977,1320
USGS,8066500,7/26/1977,1320
USGS,8066500,7/27/1977,1320
USGS,8066500,7/28/1977,1320
USGS,8066500,7/29/1977,1410
USGS,8066500,7/30/1977,1410
USGS,8066500,7/31/1977,1410
USGS,8066500,8/1/1977,1420
USGS,8066500,8/2/1977,1420
USGS,8066500,8/3/1977,1420
USGS,8066500,8/4/1977,1420
USGS,8066500,8/5/1977,1420
USGS,8066500,8/6/1977,1420
USGS,8066500,8/7/1977,1420
USGS,8066500,8/8/1977,1420
USGS,8066500,8/9/1977,1430
USGS,8066500,8/10/1977,1410
USGS,8066500,8/11/1977,1400
USGS,8066500,8/12/1977,1400
USGS,8066500,8/13/1977,1420
USGS,8066500,8/14/1977,1440
USGS,8066500,8/15/1977,1430
USGS,8066500,8/16/1977,1420
USGS,8066500,8/17/1977,1420
USGS,8066500,8/18/1977,1420
USGS,8066500,8/19/1977,1440
USGS,8066500,8/20/1977,1450
USGS,8066500,8/21/1977,1440
USGS,8066500,8/22/1977,1410
USGS,8066500,8/23/1977,1470
USGS,8066500,8/24/1977,1410
USGS,8066500,8/25/1977,1260
USGS,8066500,8/26/1977,1210
USGS,8066500,8/27/1977,1220
USGS,8066500,8/28/1977,1240
USGS,8066500,8/29/1977,1220
USGS,8066500,8/30/1977,1210
USGS,8066500,8/31/1977,1210
USGS,8066500,9/1/1977,1210
USGS,8066500,9/2/1977,1090
USGS,8066500,9/3/1977,1010
USGS,8066500,9/4/1977,1010
USGS,8066500,9/5/1977,1000
USGS,8066500,9/6/1977,998
USGS,8066500,9/7/1977,998
USGS,8066500,9/8/1977,1000
USGS,8066500,9/9/1977,1030
USGS,8066500,9/10/1977,1350
USGS,8066500,9/11/1977,1290
USGS,8066500,9/12/1977,1070
USGS,8066500,9/13/1977,1040
USGS,8066500,9/14/1977,1080
USGS,8066500,9/15/1977,1100
USGS,8066500,9/16/1977,1010
USGS,8066500,9/17/1977,944
USGS,8066500,9/18/1977,915
USGS,8066500,9/19/1977,891
USGS,8066500,9/20/1977,905
USGS,8066500,9/21/1977,891
USGS,8066500,9/22/1977,882
USGS,8066500,9/23/1977,878
USGS,8066500,9/24/1977,878
USGS,8066500,9/25/1977,873
USGS,8066500,9/26/1977,873
USGS,8066500,9/27/1977,868
USGS,8066500,9/28/1977,864
USGS,8066500,9/29/1977,864
USGS,8066500,9/30/1977,855
USGS,8066500,10/1/1977,750
USGS,8066500,10/2/1977,667
USGS,8066500,10/3/1977,661
USGS,8066500,10/4/1977,673
USGS,8066500,10/5/1977,667
USGS,8066500,10/6/1977,673
USGS,8066500,10/7/1977,667
USGS,8066500,10/8/1977,679
USGS,8066500,10/9/1977,642
USGS,8066500,10/10/1977,636
USGS,8066500,10/11/1977,756
USGS,8066500,10/12/1977,796
USGS,8066500,10/13/1977,796
USGS,8066500,10/14/1977,803
USGS,8066500,10/15/1977,823
USGS,8066500,10/16/1977,809
USGS,8066500,10/17/1977,803
USGS,8066500,10/18/1977,803
USGS,8066500,10/19/1977,796
USGS,8066500,10/20/1977,789
USGS,8066500,10/21/1977,796
USGS,8066500,10/22/1977,803
USGS,8066500,10/23/1977,803
USGS,8066500,10/24/1977,864
USGS,8066500,10/25/1977,756
USGS,8066500,10/26/1977,581
USGS,8066500,10/27/1977,600
USGS,8066500,10/28/1977,624
USGS,8066500,10/29/1977,618
USGS,8066500,10/30/1977,612
USGS,8066500,10/31/1977,606
USGS,8066500,11/1/1977,618
USGS,8066500,11/2/1977,642
USGS,8066500,11/3/1977,618
USGS,8066500,11/4/1977,606
USGS,8066500,11/5/1977,612
USGS,8066500,11/6/1977,612
USGS,8066500,11/7/1977,606
USGS,8066500,11/8/1977,630
USGS,8066500,11/9/1977,711
USGS,8066500,11/10/1977,661
USGS,8066500,11/11/1977,630
USGS,8066500,11/12/1977,618
USGS,8066500,11/13/1977,612
USGS,8066500,11/14/1977,606
USGS,8066500,11/15/1977,600
USGS,8066500,11/16/1977,594
USGS,8066500,11/17/1977,587
USGS,8066500,11/18/1977,587
USGS,8066500,11/19/1977,581
USGS,8066500,11/20/1977,568
USGS,8066500,11/21/1977,587
USGS,8066500,11/22/1977,756
USGS,8066500,11/23/1977,823
USGS,8066500,11/24/1977,789
USGS,8066500,11/25/1977,756
USGS,8066500,11/26/1977,724
USGS,8066500,11/27/1977,692
USGS,8066500,11/28/1977,763
USGS,8066500,11/29/1977,1030
USGS,8066500,11/30/1977,1110
USGS,8066500,12/1/1977,1110
USGS,8066500,12/2/1977,1000
USGS,8066500,12/3/1977,878
USGS,8066500,12/4/1977,823
USGS,8066500,12/5/1977,789
USGS,8066500,12/6/1977,756
USGS,8066500,12/7/1977,724
USGS,8066500,12/8/1977,724
USGS,8066500,12/9/1977,737
USGS,8066500,12/10/1977,730
USGS,8066500,12/11/1977,724
USGS,8066500,12/12/1977,705
USGS,8066500,12/13/1977,906
USGS,8066500,12/14/1977,2570
USGS,8066500,12/15/1977,1950
USGS,8066500,12/16/1977,1350
USGS,8066500,12/17/1977,1150
USGS,8066500,12/18/1977,935
USGS,8066500,12/19/1977,776
USGS,8066500,12/20/1977,667
USGS,8066500,12/21/1977,648
USGS,8066500,12/22/1977,661
USGS,8066500,12/23/1977,843
USGS,8066500,12/24/1977,724
USGS,8066500,12/25/1977,705
USGS,8066500,12/26/1977,686
USGS,8066500,12/27/1977,692
USGS,8066500,12/28/1977,692
USGS,8066500,12/29/1977,717
USGS,8066500,12/30/1977,730
USGS,8066500,12/31/1977,724
USGS,8066500,1/1/1978,724
USGS,8066500,1/2/1978,717
USGS,8066500,1/3/1978,717
USGS,8066500,1/4/1978,711
USGS,8066500,1/5/1978,717
USGS,8066500,1/6/1978,724
USGS,8066500,1/7/1978,730
USGS,8066500,1/8/1978,789
USGS,8066500,1/9/1978,809
USGS,8066500,1/10/1978,750
USGS,8066500,1/11/1978,743
USGS,8066500,1/12/1978,1500
USGS,8066500,1/13/1978,2530
USGS,8066500,1/14/1978,2210
USGS,8066500,1/15/1978,1660
USGS,8066500,1/16/1978,1380
USGS,8066500,1/17/1978,8630
USGS,8066500,1/18/1978,12200
USGS,8066500,1/19/1978,16100
USGS,8066500,1/20/1978,17700
USGS,8066500,1/21/1978,12100
USGS,8066500,1/22/1978,8460
USGS,8066500,1/23/1978,6960
USGS,8066500,1/24/1978,6480
USGS,8066500,1/25/1978,6670
USGS,8066500,1/26/1978,5500
USGS,8066500,1/27/1978,3460
USGS,8066500,1/28/1978,2660
USGS,8066500,1/29/1978,2380
USGS,8066500,1/30/1978,2200
USGS,8066500,1/31/1978,2120
USGS,8066500,2/1/1978,3380
USGS,8066500,2/2/1978,7010
USGS,8066500,2/3/1978,6700
USGS,8066500,2/4/1978,5320
USGS,8066500,2/5/1978,4140
USGS,8066500,2/6/1978,3270
USGS,8066500,2/7/1978,2880
USGS,8066500,2/8/1978,6240
USGS,8066500,2/9/1978,10200
USGS,8066500,2/10/1978,10200
USGS,8066500,2/11/1978,9630
USGS,8066500,2/12/1978,8280
USGS,8066500,2/13/1978,8220
USGS,8066500,2/14/1978,8220
USGS,8066500,2/15/1978,9010
USGS,8066500,2/16/1978,9040
USGS,8066500,2/17/1978,8800
USGS,8066500,2/18/1978,10300
USGS,8066500,2/19/1978,11200
USGS,8066500,2/20/1978,10600
USGS,8066500,2/21/1978,8440
USGS,8066500,2/22/1978,5280
USGS,8066500,2/23/1978,3490
USGS,8066500,2/24/1978,3010
USGS,8066500,2/25/1978,2900
USGS,8066500,2/26/1978,2850
USGS,8066500,2/27/1978,2790
USGS,8066500,2/28/1978,2790
USGS,8066500,3/1/1978,2750
USGS,8066500,3/2/1978,2750
USGS,8066500,3/3/1978,2750
USGS,8066500,3/4/1978,2290
USGS,8066500,3/5/1978,2060
USGS,8066500,3/6/1978,2060
USGS,8066500,3/7/1978,1820
USGS,8066500,3/8/1978,1610
USGS,8066500,3/9/1978,1760
USGS,8066500,3/10/1978,3600
USGS,8066500,3/11/1978,7250
USGS,8066500,3/12/1978,10900
USGS,8066500,3/13/1978,11400
USGS,8066500,3/14/1978,13000
USGS,8066500,3/15/1978,15000
USGS,8066500,3/16/1978,15100
USGS,8066500,3/17/1978,13300
USGS,8066500,3/18/1978,8900
USGS,8066500,3/19/1978,6270
USGS,8066500,3/20/1978,4850
USGS,8066500,3/21/1978,3880
USGS,8066500,3/22/1978,3000
USGS,8066500,3/23/1978,2190
USGS,8066500,3/24/1978,2050
USGS,8066500,3/25/1978,2000
USGS,8066500,3/26/1978,1970
USGS,8066500,3/27/1978,1950
USGS,8066500,3/28/1978,1920
USGS,8066500,3/29/1978,1950
USGS,8066500,3/30/1978,2980
USGS,8066500,3/31/1978,3550
USGS,8066500,4/1/1978,3180
USGS,8066500,4/2/1978,2830
USGS,8066500,4/3/1978,2390
USGS,8066500,4/4/1978,2060
USGS,8066500,4/5/1978,1990
USGS,8066500,4/6/1978,2030
USGS,8066500,4/7/1978,2030
USGS,8066500,4/8/1978,2030
USGS,8066500,4/9/1978,2020
USGS,8066500,4/10/1978,2030
USGS,8066500,4/11/1978,2040
USGS,8066500,4/12/1978,2030
USGS,8066500,4/13/1978,2030
USGS,8066500,4/14/1978,2010
USGS,8066500,4/15/1978,2010
USGS,8066500,4/16/1978,2010
USGS,8066500,4/17/1978,2000
USGS,8066500,4/18/1978,2000
USGS,8066500,4/19/1978,1980
USGS,8066500,4/20/1978,1970
USGS,8066500,4/21/1978,1940
USGS,8066500,4/22/1978,1900
USGS,8066500,4/23/1978,1900
USGS,8066500,4/24/1978,1890
USGS,8066500,4/25/1978,1880
USGS,8066500,4/26/1978,1850
USGS,8066500,4/27/1978,1860
USGS,8066500,4/28/1978,1860
USGS,8066500,4/29/1978,1870
USGS,8066500,4/30/1978,1870
USGS,8066500,5/1/1978,1870
USGS,8066500,5/2/1978,1850
USGS,8066500,5/3/1978,1890
USGS,8066500,5/4/1978,1890
USGS,8066500,5/5/1978,1880
USGS,8066500,5/6/1978,1880
USGS,8066500,5/7/1978,1870
USGS,8066500,5/8/1978,1860
USGS,8066500,5/9/1978,1840
USGS,8066500,5/10/1978,1820
USGS,8066500,5/11/1978,1820
USGS,8066500,5/12/1978,1820
USGS,8066500,5/13/1978,1810
USGS,8066500,5/14/1978,1800
USGS,8066500,5/15/1978,1790
USGS,8066500,5/16/1978,1790
USGS,8066500,5/17/1978,1780
USGS,8066500,5/18/1978,1790
USGS,8066500,5/19/1978,1780
USGS,8066500,5/20/1978,1760
USGS,8066500,5/21/1978,1750
USGS,8066500,5/22/1978,1750
USGS,8066500,5/23/1978,1750
USGS,8066500,5/24/1978,1740
USGS,8066500,5/25/1978,1780
USGS,8066500,5/26/1978,2410
USGS,8066500,5/27/1978,2580
USGS,8066500,5/28/1978,2580
USGS,8066500,5/29/1978,2580
USGS,8066500,5/30/1978,2650
USGS,8066500,5/31/1978,2610
USGS,8066500,6/1/1978,2640
USGS,8066500,6/2/1978,2650
USGS,8066500,6/3/1978,2610
USGS,8066500,6/4/1978,2610
USGS,8066500,6/5/1978,2600
USGS,8066500,6/6/1978,2690
USGS,8066500,6/7/1978,3320
USGS,8066500,6/8/1978,3180
USGS,8066500,6/9/1978,2980
USGS,8066500,6/10/1978,2840
USGS,8066500,6/11/1978,2750
USGS,8066500,6/12/1978,2700
USGS,8066500,6/13/1978,2710
USGS,8066500,6/14/1978,2740
USGS,8066500,6/15/1978,2700
USGS,8066500,6/16/1978,2660
USGS,8066500,6/17/1978,2640
USGS,8066500,6/18/1978,2650
USGS,8066500,6/19/1978,2640
USGS,8066500,6/20/1978,2630
USGS,8066500,6/21/1978,2640
USGS,8066500,6/22/1978,2630
USGS,8066500,6/23/1978,2630
USGS,8066500,6/24/1978,2600
USGS,8066500,6/25/1978,2600
USGS,8066500,6/26/1978,2610
USGS,8066500,6/27/1978,2600
USGS,8066500,6/28/1978,2610
USGS,8066500,6/29/1978,2590
USGS,8066500,6/30/1978,2590
USGS,8066500,7/1/1978,2610
USGS,8066500,7/2/1978,2590
USGS,8066500,7/3/1978,2560
USGS,8066500,7/4/1978,2550
USGS,8066500,7/5/1978,2540
USGS,8066500,7/6/1978,2530
USGS,8066500,7/7/1978,2530
USGS,8066500,7/8/1978,2510
USGS,8066500,7/9/1978,2510
USGS,8066500,7/10/1978,2500
USGS,8066500,7/11/1978,2500
USGS,8066500,7/12/1978,2490
USGS,8066500,7/13/1978,2480
USGS,8066500,7/14/1978,2480
USGS,8066500,7/15/1978,2490
USGS,8066500,7/16/1978,2530
USGS,8066500,7/17/1978,2500
USGS,8066500,7/18/1978,1900
USGS,8066500,7/19/1978,1730
USGS,8066500,7/20/1978,1710
USGS,8066500,7/21/1978,1690
USGS,8066500,7/22/1978,1680
USGS,8066500,7/23/1978,1700
USGS,8066500,7/24/1978,1720
USGS,8066500,7/25/1978,1720
USGS,8066500,7/26/1978,1720
USGS,8066500,7/27/1978,1740
USGS,8066500,7/28/1978,1800
USGS,8066500,7/29/1978,1800
USGS,8066500,7/30/1978,1740
USGS,8066500,7/31/1978,1720
USGS,8066500,8/1/1978,1720
USGS,8066500,8/2/1978,1730
USGS,8066500,8/3/1978,1710
USGS,8066500,8/4/1978,1530
USGS,8066500,8/5/1978,1470
USGS,8066500,8/6/1978,1480
USGS,8066500,8/7/1978,1470
USGS,8066500,8/8/1978,1470
USGS,8066500,8/9/1978,1470
USGS,8066500,8/10/1978,1470
USGS,8066500,8/11/1978,1470
USGS,8066500,8/12/1978,1470
USGS,8066500,8/13/1978,1470
USGS,8066500,8/14/1978,1480
USGS,8066500,8/15/1978,1380
USGS,8066500,8/16/1978,1300
USGS,8066500,8/17/1978,1290
USGS,8066500,8/18/1978,1170
USGS,8066500,8/19/1978,1510
USGS,8066500,8/20/1978,1790
USGS,8066500,8/21/1978,1830
USGS,8066500,8/22/1978,1890
USGS,8066500,8/23/1978,1830
USGS,8066500,8/24/1978,1820
USGS,8066500,8/25/1978,1810
USGS,8066500,8/26/1978,1810
USGS,8066500,8/27/1978,1800
USGS,8066500,8/28/1978,1810
USGS,8066500,8/29/1978,1890
USGS,8066500,8/30/1978,1860
USGS,8066500,8/31/1978,1850
USGS,8066500,9/1/1978,1930
USGS,8066500,9/2/1978,2020
USGS,8066500,9/3/1978,1960
USGS,8066500,9/4/1978,1880
USGS,8066500,9/5/1978,1820
USGS,8066500,9/6/1978,1810
USGS,8066500,9/7/1978,1790
USGS,8066500,9/8/1978,1800
USGS,8066500,9/9/1978,1790
USGS,8066500,9/10/1978,1810
USGS,8066500,9/11/1978,1900
USGS,8066500,9/12/1978,1930
USGS,8066500,9/13/1978,1960
USGS,8066500,9/14/1978,2200
USGS,8066500,9/15/1978,2180
USGS,8066500,9/16/1978,1270
USGS,8066500,9/17/1978,922
USGS,8066500,9/18/1978,817
USGS,8066500,9/19/1978,775
USGS,8066500,9/20/1978,749
USGS,8066500,9/21/1978,748
USGS,8066500,9/22/1978,712
USGS,8066500,9/23/1978,577
USGS,8066500,9/24/1978,476
USGS,8066500,9/25/1978,487
USGS,8066500,9/26/1978,547
USGS,8066500,9/27/1978,575
USGS,8066500,9/28/1978,575
USGS,8066500,9/29/1978,578
USGS,8066500,9/30/1978,576
USGS,8066500,10/1/1978,570
USGS,8066500,10/2/1978,564
USGS,8066500,10/3/1978,557
USGS,8066500,10/4/1978,556
USGS,8066500,10/5/1978,555
USGS,8066500,10/6/1978,550
USGS,8066500,10/7/1978,542
